,Feature1,Feature2,Feature3,Feature4,Feature6,Feature7,Feature10,Feature11,Feature12,Feature14,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Feature32,Feature34,Feature35,Feature36,Feature38,Feature40,Feature42,Feature44,Feature50,Feature51,Feature52,Feature54,Feature59,Feature61,UserID,TARGET
1077,0.025164,-17494,-1014,17.0,1,0,3,2,11,0,0.788299984,0.438281374,0.1825,0.0895,0.3333,0.375,0.0133,0.1488,0.1743,0.0,0.0324,0.1859,0.0928,0.9876,0.054000000000000006,0.1724,0.0136,0.1625,0.1816,0.0344,0.0895,0.0539,0.1724,0.0,0.0,-2072,1,0.0,2.0,428976,0
1079,0.018634,-14059,-4134,8.0,1,0,3,2,17,0,0.7331624379999999,0.54065445,0.2392,0.1113,0.3333,0.375,0.0974,0.195,0.1528,0.0,0.0,0.2437,0.1155,0.9881,0.1186,0.1034,0.0996,0.213,0.1592,0.0,0.1113,0.1183,0.1034,1.0,0.0,-1854,1,1.0,3.0,129993,0
1093,0.018029,-11833,-4328,7.0,1,0,4,3,13,0,0.5667347970000001,0.609275667,0.3371,0.3133,0.3333,0.2083,0.4008,0.2681,0.3735,0.0309,0.1429,0.3435,0.3251,0.9871,0.0976,0.5862,0.41,0.2929,0.3892,0.1513,0.3133,0.0973,0.5862,2.0,0.0,-2211,1,0.0,0.0,212536,0
1100,0.01885,-20427,-3964,8.0,0,0,2,2,13,0,0.674803335,0.549596502,0.1227,0.0986,0.1667,0.2083,0.1069,0.1,0.1036,0.0,0.0,0.125,0.1023,0.9806,0.0158,0.2759,0.1093,0.1093,0.10800000000000001,0.0,0.0986,0.0157,0.2759,8.0,0.0,-1470,1,0.0,6.0,418381,0
1101,0.010643000000000001,-18692,-2229,15.0,1,1,2,2,14,0,0.6271112179999999,0.629674251,0.0784,0.0904,0.1667,0.2083,0.0787,0.063,0.0722,0.0039,0.0042,0.0798,0.0938,0.9871,0.0134,0.1724,0.0805,0.0689,0.0752,0.0045,0.0904,0.0133,0.1724,2.0,0.0,-1911,1,0.0,0.0,408801,0
1105,0.072508,-15827,-4176,6.0,1,0,2,1,11,0,0.735291756,0.749021705,0.0995,0.0615,0.3958,0.4375,0.1154,0.0769,0.0832,0.0193,0.0182,0.0788,0.0505,0.9742,0.0922,0.0345,0.1181,0.0689,0.0662,0.0,0.0615,0.1205,0.1034,0.0,0.0,-2225,1,0.0,0.0,301977,0
1106,0.0228,-18024,-1554,8.0,1,0,3,2,16,0,0.628868599,0.19070594800000001,0.0629,0.0655,0.1667,0.2083,0.0317,0.0504,0.0518,0.0039,0.0043,0.0641,0.0679,0.9782,0.0081,0.1379,0.0324,0.0551,0.054000000000000006,0.0045,0.0655,0.0081,0.1379,1.0,1.0,-3492,1,0.0,2.0,200288,0
1110,0.04622,-18268,-1795,6.0,1,0,2,1,14,0,0.687750605,0.703203305,0.0825,0.0633,0.1667,0.2083,0.0331,0.0672,0.0691,0.0,0.0,0.084,0.0657,0.9757,0.0072,0.1379,0.0338,0.0735,0.07200000000000001,0.0,0.0633,0.0072,0.1379,2.0,0.0,-1237,1,1.0,2.0,317026,0
1125,0.022625,-8870,-1554,13.0,1,0,1,2,15,0,0.428426766,0.304672184,0.1031,0.1352,0.1667,0.2083,0.0708,0.0841,0.1125,0.0,0.0,0.105,0.1403,0.9876,0.0157,0.2414,0.0724,0.0918,0.1173,0.0,0.1352,0.0157,0.2414,1.0,1.0,-1543,1,0.0,8.0,248080,1
1145,0.0038130000000000004,-11971,-4367,11.0,1,0,2,2,9,0,0.19337464,0.70918911,0.0928,0.0842,0.1667,0.2083,0.0688,0.0756,0.0872,0.0,0.0,0.0945,0.0874,0.9811,0.0129,0.2069,0.0704,0.0826,0.0909,0.0,0.0842,0.0128,0.2069,0.0,0.0,-606,1,0.0,3.0,372735,0
1150,0.018209,-22918,-4954,15.0,0,0,1,3,6,0,0.528388244,0.35563871700000005,0.1031,0.0945,0.1667,0.0417,0.0189,0.0841,0.0927,0.3861,0.0225,0.105,0.0981,0.9796,0.0,0.2069,0.0194,0.0918,0.0966,0.0239,0.0945,0.0,0.2069,0.0,0.0,-1755,0,0.0,2.0,282522,0
1161,0.072508,-15239,-3981,6.0,1,0,4,1,18,0,0.765757542,0.751723715,0.4423,0.0927,0.3333,0.375,0.0,0.3606,0.2608,0.0,0.0,0.4506,0.0962,0.9801,0.2021,0.4138,0.0,0.3939,0.2717,0.0,0.0927,0.2016,0.4138,0.0,0.0,-799,0,1.0,0.0,281920,0
1163,0.014464,-23295,-4673,18.0,1,1,1,2,5,0,0.20637335399999998,0.634705531,0.0928,0.1106,0.1667,0.2083,0.0717,0.0756,0.094,0.0,0.0,0.0945,0.1148,0.9861,0.0128,0.2069,0.0734,0.0826,0.0979,0.0,0.1106,0.0128,0.2069,0.0,0.0,-2120,1,0.0,0.0,336291,0
1166,0.016612000000000002,-11333,-3789,7.0,1,0,3,2,10,0,0.55546396,0.334454126,0.0835,0.0798,0.3333,0.375,0.0298,0.0681,0.0879,0.0,0.0,0.0851,0.0828,0.9886,0.0408,0.069,0.0304,0.0744,0.0915,0.0,0.0798,0.0407,0.069,2.0,0.0,-1727,1,0.0,7.0,343108,0
1170,0.020246,-10010,-2468,10.0,1,0,2,3,9,0,0.357312103,0.382501804,0.3232,0.3082,0.4167,0.3333,0.1873,0.2526,0.3467,0.0502,0.1351,0.2122,0.2373,0.997,0.0627,0.1724,0.1457,0.18,0.2639,0.0647,0.3082,0.109,0.2069,0.0,0.0,-1582,1,0.0,3.0,106838,1
1181,0.025164,-15863,-4673,8.0,1,0,2,2,15,0,0.639657636,0.6594055320000001,0.0742,0.0514,0.3333,0.375,0.0316,0.0605,0.0761,0.0,0.0,0.0756,0.0533,0.9841,0.0209,0.069,0.0323,0.0661,0.0793,0.0,0.0514,0.0209,0.069,2.0,1.0,-747,1,0.0,2.0,120091,0
1191,0.010006000000000001,-9351,-1968,2.0,1,1,4,2,15,0,0.772375103,0.457899551,0.2033,0.9397,0.3333,0.375,0.1242,0.1652,0.2173,0.0039,0.0122,0.2248,0.1473,0.996,0.0,0.2069,0.0584,0.0643,0.0742,0.0,0.1473,0.2136,0.2069,1.0,0.0,-1297,1,0.0,0.0,157449,0
1193,0.028663,-11456,-3096,4.0,1,1,2,2,9,0,0.457528295,0.324891229,0.0722,0.0584,0.375,0.4167,0.013000000000000001,0.0588,0.07200000000000001,0.0039,0.0445,0.0735,0.0606,0.998,0.0218,0.0345,0.0133,0.0643,0.075,0.0471,0.0584,0.0218,0.0345,0.0,0.0,-573,0,0.0,0.0,344810,0
1209,0.014519999999999998,-8424,-1082,3.0,1,0,2,2,13,1,0.588471893,0.372333666,0.0165,0.0,0.0417,0.0417,0.0112,0.0134,0.0089,0.0,0.0,0.0168,0.0,0.9856,0.0075,0.069,0.0115,0.0147,0.0093,0.0,0.0,0.0075,0.069,0.0,0.0,-489,0,0.0,4.0,137046,0
1210,0.018209,-17806,-1351,22.0,1,0,5,3,7,0,0.697987492,0.329655054,0.1619,0.0924,0.5417,0.0417,0.1226,0.1303,0.16699999999999998,0.0077,0.0093,0.1649,0.0958,0.9906,0.0996,0.069,0.1254,0.1423,0.174,0.0099,0.0924,0.0993,0.069,5.0,1.0,-1022,0,1.0,0.0,354502,0
1212,0.025164,-10463,-3127,10.0,1,0,3,2,8,0,0.6417316510000001,0.698667555,0.0082,0.0,0.0208,0.0625,0.0135,0.0067,0.0072,0.0,0.0,0.0042,0.0,0.9692,0.0,0.0345,0.0076,0.0037,0.0037,0.0,0.0,0.0009,0.0517,1.0,0.0,-324,1,0.0,0.0,262244,0
1227,0.026392000000000002,-13085,-4724,1.0,1,0,5,2,14,0,0.774161702,0.547810466,0.1856,0.1315,0.375,0.0417,0.1426,0.1513,0.2212,0.0386,0.0893,0.1891,0.1365,0.9965,0.0734,0.1724,0.1458,0.1653,0.2305,0.0945,0.1315,0.0732,0.1724,3.0,0.0,-375,1,0.0,6.0,297928,0
1235,0.010032,-9688,-1100,19.0,1,0,3,2,10,0,0.385974985,0.595456203,0.1124,0.067,0.3333,0.375,0.0246,0.0908,0.1179,0.0039,0.0,0.1145,0.0695,0.9896,0.0514,0.1034,0.0252,0.0992,0.1228,0.0,0.067,0.0512,0.1034,1.0,1.0,-320,0,0.0,0.0,249487,0
1243,0.019101,-10478,-3143,2.0,1,0,3,2,11,0,0.648280785,0.676992503,0.0907,0.10300000000000001,0.1667,0.2083,0.0528,0.07400000000000001,0.0804,0.0,0.0,0.0924,0.1069,0.9786,0.0456,0.2069,0.0541,0.0808,0.0837,0.0,0.10300000000000001,0.0455,0.2069,1.0,0.0,-28,0,0.0,1.0,313379,0
1245,0.010556,-21913,-4280,9.0,0,0,2,3,18,0,0.586511079,0.602386344,0.2505,0.1826,0.3333,0.375,0.2259,0.2042,0.2674,0.0,0.0,0.2553,0.1895,0.9896,0.1078,0.2414,0.231,0.2231,0.2786,0.0,0.1826,0.1075,0.2414,1.0,1.0,-766,0,1.0,5.0,114742,0
1256,0.025164,-11206,-3873,8.0,1,0,2,2,15,0,0.6019534089999999,0.7463002129999999,0.0742,0.0514,0.3333,0.375,0.0603,0.0605,0.076,0.0,0.0,0.0756,0.0533,0.9841,0.0187,0.069,0.0617,0.0661,0.0792,0.0,0.0514,0.0187,0.069,0.0,0.0,-1755,0,0.0,4.0,415184,0
1260,0.030755,-22678,-3913,30.0,0,0,2,2,9,0,0.711885698,0.72383699,0.1412,0.0692,0.3333,0.375,0.0281,0.1152,0.1138,0.0,0.0002,0.1513,0.0776,0.9901,0.0257,0.1379,0.0321,0.1322,0.0947,0.0,0.0748,0.0257,0.1379,0.0,0.0,-200,1,0.0,0.0,343437,0
1277,0.022625,-18776,-2278,7.0,1,0,2,2,9,0,0.765526038,0.5762088360000001,0.0505,0.0369,0.4583,0.5,0.0666,0.0403,0.0586,0.0039,0.0501,0.0515,0.0383,0.9906,0.0197,0.069,0.0681,0.0441,0.061,0.0531,0.0369,0.0196,0.069,1.0,0.0,-233,1,2.0,1.0,310588,0
1279,0.032561,-11389,-3999,11.0,1,0,1,1,19,1,0.26217799,0.686382335,0.2515,0.0225,0.3333,0.375,0.0335,0.2051,0.282,0.0,0.0,0.2563,0.0233,0.9861,0.0676,0.2414,0.0343,0.2241,0.2938,0.0,0.0225,0.0675,0.2414,9.0,0.0,-1588,0,2.0,2.0,161870,0
1300,0.0105,-22620,-4973,24.0,0,0,2,3,13,0,0.7649524809999999,0.258084204,0.0866,0.0974,0.1667,0.0417,0.0748,0.0756,0.0846,0.0,0.0,0.063,0.1132,0.9821,0.008,0.1379,0.0645,0.0826,0.0633,0.0,0.1091,0.0118,0.2069,0.0,0.0,-2733,0,0.0,1.0,383523,0
1334,0.035792000000000004,-11426,-980,10.0,1,0,3,2,15,0,0.63562062,0.21885908199999998,0.3144,0.1178,0.875,0.6667,0.0,0.2555,0.3288,0.0039,0.0237,0.3204,0.1223,0.9995,0.0,0.1379,0.0,0.2792,0.3425,0.0251,0.1178,0.0,0.1379,1.0,0.0,-1376,1,2.0,2.0,141428,0
1354,0.010032,-20364,-3906,11.0,0,0,2,2,7,0,0.268516579,0.6754132909999999,0.0928,0.0824,0.1667,0.2083,0.13,0.0756,0.0883,0.0,0.0,0.0945,0.0855,0.9777,0.0394,0.2069,0.133,0.0826,0.092,0.0,0.0824,0.0393,0.2069,0.0,0.0,-14,1,0.0,2.0,430500,0
1367,0.016612000000000002,-10536,-3223,2.0,1,0,3,2,18,0,0.596849657,0.789880347,0.0515,0.0495,0.1667,0.2083,0.0,0.0403,0.0435,0.0077,0.0368,0.0525,0.0514,0.9752,0.0359,0.1034,0.0,0.0441,0.0453,0.039,0.0495,0.0358,0.1034,5.0,0.0,-1659,0,0.0,0.0,408382,0
1378,0.072508,-19270,-2505,13.0,1,0,1,1,13,0,0.488239294,0.19519840600000002,0.0722,0.1235,0.2083,0.25,0.0846,0.0471,0.0852,0.0541,0.1633,0.0735,0.1281,0.9623,0.1421,0.2069,0.0865,0.0514,0.0888,0.1729,0.1235,0.1418,0.2069,0.0,0.0,-273,1,0.0,5.0,446493,0
1384,0.008625,-12333,-4021,13.0,1,0,2,2,10,0,0.416492078,0.572682505,0.0412,0.0297,0.1667,0.2083,0.0384,0.0336,0.0357,0.0,0.0,0.042,0.0308,0.9796,0.0047,0.069,0.0393,0.0367,0.0372,0.0,0.0297,0.0047,0.069,1.0,0.0,0,1,0.0,2.0,217409,0
1388,0.032561,-9538,-1449,15.0,1,0,1,1,16,0,0.5642040420000001,0.42942368399999997,0.0918,0.11699999999999999,0.4583,0.0417,0.1351,0.124,0.1505,0.0019,0.0011,0.0,0.1214,0.9891,0.0422,0.069,0.1382,0.1084,0.0888,0.0,0.11699999999999999,0.0507,0.0862,0.0,0.0,0,0,0.0,1.0,366633,0
1392,0.026392000000000002,-19147,-2695,1.0,1,0,2,2,10,0,0.581118162,0.258084204,0.4948,0.0683,0.3542,0.0417,0.4362,0.0925,0.5631,0.0,0.0,0.1155,0.0709,0.9801,0.0133,0.1034,0.1383,0.10099999999999999,0.1393,0.0,0.0683,0.0133,0.4655,0.0,0.0,0,1,0.0,0.0,228587,1
1417,0.018209,-16534,-78,11.0,1,0,4,3,10,0,0.564386843,0.733814537,0.1371,0.1005,0.1667,0.2083,0.07200000000000001,0.1118,0.0643,0.0,0.0,0.1397,0.1043,0.9856,0.0,0.1724,0.0736,0.1221,0.067,0.0,0.1005,0.0,0.1724,0.0,0.0,-2877,1,0.0,7.0,411380,0
1422,0.009549,-15328,-3134,9.0,1,0,2,2,9,0,0.57106278,0.7295666909999999,0.1485,0.0807,0.3333,0.375,0.076,0.121,0.1522,0.0,0.0,0.1513,0.0837,0.9821,0.0637,0.1379,0.0777,0.1322,0.1586,0.0,0.0807,0.0635,0.1379,2.0,0.0,-1462,1,0.0,2.0,170752,0
1426,0.001333,-13711,-5683,5.0,1,0,4,3,12,0,0.6365267170000001,0.81391747,0.1165,0.0719,0.1667,0.2083,0.0485,0.0941,0.0477,0.0039,0.0275,0.1187,0.0747,0.9791,0.028999999999999998,0.069,0.0496,0.1028,0.0497,0.0291,0.0719,0.0289,0.069,0.0,0.0,-2498,0,0.0,2.0,349530,0
1433,0.020713,-9916,-1978,12.0,1,0,3,3,8,0,0.174353234,0.465069215,0.6505,0.2577,0.375,0.0417,0.1133,0.501,0.3944,0.1351,0.29,0.6628,0.2675,0.9995,0.1165,0.2069,0.1159,0.5473,0.4109,0.307,0.2577,0.1162,0.2069,0.0,0.0,0,0,0.0,0.0,455317,0
1463,0.028663,-13479,-1592,3.0,1,0,4,2,18,0,0.646103789,0.614414378,0.1402,0.0599,0.1667,0.2083,0.0899,0.1143,0.1089,0.0,0.1365,0.1429,0.0621,0.9747,0.0824,0.2759,0.0919,0.1249,0.1134,0.1445,0.0599,0.0821,0.2759,5.0,0.0,-974,0,0.0,0.0,238814,0
1496,0.006670999999999999,-21182,-4118,20.0,1,1,2,2,11,0,0.794876261,0.639707568,0.0722,0.1599,0.125,0.0,0.0,0.0588,0.0857,0.0,0.0,0.0735,0.166,0.9657,0.1076,0.3103,0.0,0.0643,0.0893,0.0,0.1599,0.1073,0.3103,4.0,0.0,-2378,1,4.0,1.0,169733,0
1501,0.006852,-23440,-4560,18.0,0,0,2,3,10,0,0.434332373,0.749021705,0.0619,0.0704,0.1667,0.2083,0.0454,0.0504,0.0332,0.0,0.0,0.063,0.0731,0.9846,0.0634,0.1379,0.0464,0.0551,0.0346,0.0,0.0704,0.0632,0.1379,2.0,0.0,-1309,1,0.0,0.0,375840,0
1525,0.025164,-11760,-3462,9.0,1,0,1,2,8,0,0.356183021,0.733814537,0.0649,0.0367,0.1667,0.2083,0.0,0.0504,0.0587,0.0116,0.0366,0.0662,0.0381,0.9772,0.0,0.1379,0.0,0.0551,0.0612,0.0388,0.0367,0.0,0.1379,4.0,0.0,-2614,0,0.0,2.0,295191,0
1536,0.011703,-23510,-4634,11.0,1,0,2,2,16,0,0.76370776,0.44005783,0.132,0.0764,0.375,0.4167,0.0487,0.1076,0.1106,0.0,0.0,0.1345,0.0792,1.0,0.0317,0.069,0.0498,0.1175,0.1152,0.0,0.0764,0.0316,0.069,9.0,0.0,-839,1,0.0,0.0,183240,0
1541,0.032561,-18089,-1171,2.0,1,0,2,1,13,0,0.6921990259999999,0.37740424899999997,0.0495,0.0952,0.1667,0.2083,0.0798,0.0525,0.0585,0.0,0.0199,0.02,0.0988,0.9965,0.0,0.069,0.0,0.0551,0.0327,0.0021,0.0952,0.0,0.1034,0.0,0.0,-1871,0,0.0,3.0,380290,0
1547,0.008865999999999999,-17752,-1301,3.0,1,1,3,2,13,0,0.520327525,0.266456808,0.0608,0.0726,0.1667,0.0417,0.0144,0.0496,0.06,0.0,0.0019,0.062,0.0754,0.9965,0.0118,0.1379,0.0147,0.0542,0.0625,0.002,0.0726,0.0118,0.1379,1.0,0.0,-404,1,0.0,2.0,294458,0
1548,0.006629,-13721,-3935,3.0,1,0,3,2,10,1,0.548552976,0.583237926,0.2526,0.2478,0.1875,0.125,0.0505,0.1986,0.2028,0.0338,0.1176,0.1334,0.1598,0.9841,0.0497,0.1034,0.0,0.1139,0.0545,0.034,0.154,0.0557,0.1034,0.0,0.0,-299,0,0.0,0.0,194851,0
1553,0.025164,-11841,-1416,11.0,1,0,2,2,13,0,0.27175013,0.590233339,0.0103,0.0118,0.125,0.1667,0.0816,0.0034,0.053,0.0232,0.0564,0.0105,0.0123,0.9633,0.011000000000000001,0.069,0.0834,0.0037,0.0552,0.0597,0.0118,0.011000000000000001,0.069,0.0,0.0,-1142,1,0.0,0.0,425125,0
1558,0.072508,-9847,-2527,1.0,1,0,3,1,13,0,0.7125042509999999,0.168416171,0.1031,0.1036,0.1667,0.2083,0.0,0.0841,0.08900000000000001,0.0,0.0,0.105,0.1075,0.9757,0.0,0.1724,0.0,0.0918,0.0927,0.0,0.1036,0.0,0.1724,0.0,0.0,-2403,0,1.0,1.0,309402,0
1563,0.035792000000000004,-19377,-2813,10.0,1,0,2,2,13,0,0.35422473200000004,0.492060094,0.1515,0.105,0.3333,0.375,0.0611,0.1236,0.1455,0.0,0.0,0.1544,0.1089,0.9806,0.0183,0.1379,0.0625,0.135,0.1516,0.0,0.105,0.0182,0.1379,2.0,0.0,-981,1,0.0,3.0,288284,0
1564,0.032561,-20747,-4307,6.0,1,1,2,1,17,1,0.7330340759999999,0.715103102,0.1433,0.0794,0.5417,0.5833,0.0138,0.1168,0.1371,0.0,0.0,0.146,0.0824,0.9965,0.064,0.0345,0.0142,0.1276,0.1428,0.0,0.0794,0.0638,0.0345,0.0,0.0,-1648,1,0.0,1.0,141405,0
1581,0.02461,-10436,-2748,14.0,1,0,3,2,14,0,0.304246831,0.309275356,0.1299,0.1156,0.1667,0.2083,0.1361,0.1042,0.1195,0.0077,0.0077,0.1324,0.12,0.9767,0.0367,0.2759,0.1392,0.1139,0.1245,0.0082,0.1156,0.0366,0.2759,2.0,0.0,-1099,1,0.0,4.0,336987,0
1588,0.02461,-15810,-3461,4.0,1,0,2,2,17,0,0.590879312,0.29708661199999997,0.068,0.0822,0.1667,0.2083,0.0423,0.0538,0.0504,0.0077,0.0785,0.0693,0.0853,0.9737,0.0085,0.1379,0.0433,0.0588,0.0525,0.0831,0.0822,0.0085,0.1379,0.0,0.0,-419,1,0.0,0.0,335670,0
1597,0.020713,-10303,-2969,16.0,1,1,1,3,15,0,0.59217382,0.499272015,0.0691,0.0807,0.1667,0.2083,0.061,0.0538,0.0506,0.0116,0.0599,0.0704,0.0837,0.9762,0.0597,0.1379,0.0624,0.0588,0.0528,0.0634,0.0807,0.0596,0.1379,11.0,3.0,-693,0,0.0,1.0,217015,0
1637,0.025164,-9869,-1907,8.0,1,1,3,2,10,0,0.486261567,0.583237926,0.1639,0.1047,0.3333,0.375,0.0171,0.1328,0.1609,0.0039,0.0135,0.16699999999999998,0.1086,0.9876,0.0369,0.1034,0.0175,0.1451,0.1676,0.0143,0.1047,0.0368,0.1034,4.0,0.0,-1,0,1.0,0.0,451849,0
1645,0.016612000000000002,-14048,-4757,24.0,1,0,2,2,13,0,0.517352306,0.321735282,0.1268,0.0929,0.1667,0.2083,0.0786,0.1009,0.0941,0.0116,0.0085,0.1292,0.0964,0.9757,0.0413,0.2069,0.0804,0.1102,0.0981,0.009000000000000001,0.0929,0.0412,0.2069,0.0,0.0,-2666,1,0.0,0.0,135817,0
1653,0.010276,-12566,-3040,2.0,1,0,4,2,13,1,0.659160572,0.581483706,0.0876,0.0619,0.2917,0.25,0.0421,0.0084,0.1063,0.0,0.0174,0.0105,0.0106,0.9906,0.0,0.0345,0.0052,0.0092,0.0169,0.0184,0.0619,0.0,0.0862,0.0,0.0,-2580,1,0.0,1.0,449343,1
1660,0.022625,-18086,-1632,10.0,1,0,2,2,15,0,0.447051986,0.43296166700000005,0.0691,0.0654,0.1667,0.2083,0.0882,0.0538,0.052000000000000005,0.0116,0.0549,0.0704,0.0679,0.9767,0.0071,0.1379,0.0902,0.0588,0.0542,0.0582,0.0654,0.006999999999999999,0.1379,0.0,0.0,-550,1,0.0,3.0,384075,0
1701,0.02461,-19526,-563,8.0,1,1,2,2,11,0,0.5926595920000001,0.266456808,0.1021,0.1132,0.1667,0.2083,0.0975,0.0824,0.08800000000000001,0.0039,0.0057,0.10400000000000001,0.1175,0.9757,0.0111,0.2069,0.0997,0.09,0.0917,0.006,0.1132,0.0111,0.2069,0.0,0.0,-1341,1,0.0,2.0,200915,0
1702,0.00733,-14519,-4560,19.0,1,0,3,2,12,0,0.582559999,0.602386344,0.2887,0.1226,0.375,0.4167,0.0194,0.2353,0.2512,0.0,0.0,0.2941,0.1273,0.9955,0.0635,0.2069,0.0198,0.2571,0.2617,0.0,0.1226,0.0633,0.2069,5.0,0.0,-2204,1,0.0,4.0,140489,0
1713,0.04622,-18429,-1991,8.0,1,1,2,1,14,1,0.717273277,0.638043528,0.0562,0.0,0.1042,0.1458,0.0954,0.0458,0.0329,0.0,0.0,0.0126,0.0,0.9727,0.0069,0.069,0.0352,0.011000000000000001,0.0087,0.0,0.0,0.0244,0.1207,0.0,0.0,-1204,0,0.0,0.0,363677,0
1715,0.010006000000000001,-9639,-2303,13.0,1,1,3,2,11,0,0.631228531,0.259467655,0.0722,0.0671,0.1667,0.0417,0.0148,0.0588,0.0673,0.0,0.0,0.0735,0.0697,0.9796,0.0074,0.1379,0.0151,0.0643,0.0701,0.0,0.0671,0.0074,0.1379,3.0,0.0,-1452,0,0.0,2.0,396291,0
1728,0.026392000000000002,-10936,-3535,0.0,1,0,1,2,17,0,0.136334321,0.6212263379999999,0.4557,0.3182,0.3333,0.375,0.5098,0.369,0.5391,0.0116,0.006,0.4643,0.3302,0.9856,0.2173,0.4483,0.5214,0.4031,0.5617,0.0064,0.3182,0.2167,0.4483,1.0,0.0,0,1,1.0,1.0,176002,0
1737,0.009334,-22592,-2052,29.0,0,0,1,2,16,0,0.563865276,0.643025564,0.3454,0.4748,0.3333,0.2083,0.0666,0.4194,0.316,0.0,0.0,0.1796,0.4927,0.9826,0.0,0.1724,0.0173,0.4582,0.1078,0.0,0.4748,0.0,0.3448,1.0,0.0,-824,0,0.0,3.0,425269,0
1749,0.025164,-14486,-4571,6.0,1,0,2,2,9,0,0.611621113,0.417099668,0.0876,0.0842,0.1667,0.2083,0.0664,0.0714,0.0464,0.0,0.11900000000000001,0.0893,0.0874,0.9965,0.0111,0.1724,0.0679,0.0781,0.0484,0.126,0.0842,0.0111,0.1724,0.0,0.0,0,0,0.0,0.0,262261,0
1751,0.01885,-16851,-142,5.0,1,0,2,2,12,0,0.560598289,0.438281374,0.0588,0.0599,0.1667,0.2083,0.0511,0.0471,0.0532,0.0039,0.1052,0.0599,0.0622,0.9796,0.0077,0.1379,0.0523,0.0514,0.0554,0.1114,0.0599,0.0077,0.1379,2.0,0.0,-3318,1,0.0,4.0,428579,0
1803,0.008019,-11941,-4312,11.0,1,0,1,2,15,0,0.38491310100000004,0.17352743,0.1443,0.0834,0.1667,0.0417,0.0472,0.1177,0.0403,0.0,0.0,0.1471,0.0866,0.9786,0.0807,0.1034,0.0483,0.1286,0.042,0.0,0.0834,0.0805,0.1034,1.0,0.0,-2078,1,0.0,3.0,404238,0
1818,0.007273999999999999,-19834,-3229,24.0,1,0,2,2,14,1,0.036511426,0.8245949709999999,0.0124,0.0353,0.0417,0.0833,0.0,0.0101,0.0105,0.0,0.005,0.0126,0.0366,0.9811,0.0,0.069,0.0,0.011000000000000001,0.0109,0.0053,0.0353,0.0,0.069,0.0,0.0,-463,1,0.0,0.0,191764,0
1819,0.04622,-13896,-1622,1.0,1,0,2,1,18,0,0.042642154,0.062948577,0.1732,0.1157,0.3333,0.375,0.1347,0.1378,0.1789,0.0154,0.1586,0.1765,0.1201,0.9886,0.0437,0.1724,0.1378,0.1506,0.1864,0.1679,0.1157,0.0436,0.1724,1.0,1.0,0,1,0.0,5.0,359902,1
1830,0.025164,-13780,-4364,2.0,1,0,3,2,8,0,0.658683856,0.588487788,0.0598,0.0786,0.1667,0.2083,0.0018,0.0445,0.0575,0.0193,0.0299,0.0609,0.0815,0.9608,0.0175,0.1379,0.0018,0.0487,0.0599,0.0316,0.0786,0.0175,0.1379,0.0,0.0,-1371,1,0.0,3.0,287174,0
1866,0.035792000000000004,-10173,-1013,11.0,1,0,2,2,15,1,0.446171042,0.304672184,0.0701,0.0895,0.125,0.1667,0.0508,0.0473,0.0518,0.0,0.0,0.0641,0.0832,0.9990000000000001,0.0093,0.069,0.0481,0.055999999999999994,0.0468,0.0,0.0841,0.0105,0.1034,0.0,0.0,0,1,0.0,0.0,202064,0
1898,0.010006000000000001,-15385,-2350,6.0,1,0,2,2,10,0,0.111076072,0.484851475,0.0289,0.0,0.0417,0.0833,0.0111,0.0235,0.0208,0.0,0.0,0.0294,0.0,0.9866,0.0045,0.069,0.0113,0.0257,0.0217,0.0,0.0,0.0045,0.069,3.0,0.0,-1,0,0.0,2.0,450144,0
1914,0.008473999999999999,-21653,-4472,2.0,0,0,1,2,11,0,0.5582322160000001,0.812822607,0.1423,0.1123,0.1667,0.2083,0.0,0.11599999999999999,0.0964,0.0,0.0,0.145,0.1165,0.9856,0.0284,0.069,0.0,0.1267,0.1004,0.0,0.1123,0.0283,0.069,4.0,0.0,-744,0,1.0,1.0,236500,0
1925,0.035792000000000004,-13788,-4559,1.0,1,1,1,2,17,0,0.667093521,0.357293268,0.0825,0.0011,0.1667,0.2083,0.0,0.0672,0.0649,0.0,0.0,0.084,0.0011,0.9757,0.001,0.1379,0.0,0.0735,0.0676,0.0,0.0011,0.001,0.1379,3.0,0.0,-1349,1,0.0,0.0,213672,0
1932,0.035792000000000004,-23133,-4960,6.0,1,0,2,2,10,0,0.535520503,0.70918911,0.0,0.0,0.5,0.0417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9995,0.0,0.0345,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,1.0,0.0,0,1,0.0,1.0,138761,0
1934,0.04622,-11466,-3983,4.0,1,0,3,1,15,0,0.748949022,0.644679455,0.4526,0.1495,0.6667,0.7083,0.1294,0.3631,0.4449,0.027000000000000003,0.0796,0.4611,0.1552,0.9985,0.2485,0.2414,0.1323,0.3967,0.4636,0.0842,0.1495,0.2478,0.2414,6.0,0.0,-6,0,0.0,0.0,360843,0
